sam_walk_vertical_esq: #.word 20, 128
199,199,14,14,14,199,199,199,199,199,14,103,103,199,199,199,199,199,199,199,
199,199,14,103,103,199,199,199,199,199,14,14,199,199,199,199,199,199,199,199,
199,199,199,103,103,103,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,103,103,103,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,14,103,103,14,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,14,14,14,14,14,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,14,32,32,14,14,14,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


