160,227,0,0,160,0,160,0,0,160,0,160,0,0,227,160,
227,0,0,0,227,0,227,0,0,227,0,227,0,0,0,227,
227,0,160,0,0,0,0,0,0,0,0,0,0,160,0,227,
0,0,160,0,0,0,0,0,0,0,0,0,0,160,0,0,
227,0,160,0,227,0,227,0,0,227,0,227,0,160,0,227,
227,0,160,160,160,0,160,0,0,160,0,160,160,160,0,227,
0,227,0,160,0,160,0,160,160,0,160,0,160,0,227,0,
0,0,0,0,160,160,160,160,160,160,160,160,0,0,0,0,

Pipe1H: # 16 x 16 = 256 bytes
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

Pipe1V: # 16 x 16 = 256 bytes
.byte 0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,
0,160,160,160,227,227,160,160,0,160,0,160,160,0,0,0,

Slide1L: # 16 x 16 = 256 bytes
.byte 0,227,160,227,227,227,227,227,0,0,227,227,227,227,227,0,
227,227,160,160,227,227,160,160,0,227,227,227,227,160,160,227,
0,160,227,227,227,0,0,227,227,227,227,160,160,160,160,160,
0,160,0,0,0,0,227,227,0,227,227,227,0,0,0,0,
0,227,0,227,227,227,227,0,0,0,0,0,0,227,227,227,
0,0,0,227,227,227,227,160,227,227,227,227,227,160,160,160,
0,0,0,0,227,0,227,227,160,160,227,160,227,227,0,0,
0,0,0,0,0,227,227,0,0,0,0,160,160,160,160,0,
0,0,0,0,0,0,0,0,0,227,160,227,227,227,227,227,
0,0,0,0,0,0,0,0,227,227,160,160,227,227,160,160,
0,0,0,0,0,0,0,0,0,160,227,227,227,0,0,227,
0,0,0,0,0,0,0,0,0,160,0,0,0,0,227,227,
0,0,0,0,0,0,0,0,0,227,0,227,227,227,227,0,
0,0,0,0,0,0,0,0,0,0,0,227,227,227,227,160,
0,0,0,0,0,0,0,0,0,0,0,0,227,0,227,227,
0,0,0,0,0,0,0,0,0,0,0,0,0,227,227,0,

Slide1R: # 16 x 16 = 256 bytes
.byte 227,160,160,0,0,0,160,160,227,0,160,160,160,0,0,160,
160,160,160,160,160,160,160,160,0,0,0,160,160,160,160,0,
227,227,0,0,0,160,160,0,160,160,0,0,0,160,160,0,
0,0,0,0,160,160,160,0,227,227,160,160,0,160,0,0,
0,0,160,160,0,0,0,0,0,0,160,160,160,160,0,0,
160,0,0,0,0,160,160,160,160,160,160,160,0,0,0,0,
0,0,0,0,0,0,160,160,0,160,0,0,0,0,0,0,
160,160,160,160,160,160,0,0,160,0,0,0,0,0,0,0,
227,0,160,160,160,0,0,160,0,0,0,0,0,0,0,0,
0,0,0,160,160,160,160,0,0,0,0,0,0,0,0,0,
160,160,0,0,0,160,160,0,0,0,0,0,0,0,0,0,
227,227,160,160,0,160,0,0,0,0,0,0,0,0,0,0,
0,0,160,160,160,160,0,0,0,0,0,0,0,0,0,0,
160,160,160,160,0,0,0,0,0,0,0,0,0,0,0,0,
0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

Bush2A: # 16 x 16 = 256 bytes
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,209,209,209,0,209,209,0,0,0,0,0,
0,0,0,209,0,209,0,209,209,209,209,209,209,0,0,0,
0,0,209,0,209,209,209,209,209,209,209,209,209,209,0,0,
0,209,209,209,209,209,209,209,209,0,209,209,0,209,209,0,
0,0,209,0,209,209,209,209,209,209,209,209,209,0,209,0,
0,209,0,209,209,209,209,209,209,0,209,209,0,0,0,209,
209,209,209,209,209,209,0,209,209,209,209,209,0,0,0,0,
0,209,209,209,209,209,209,209,0,209,209,0,209,0,209,0,
209,0,209,209,209,209,209,209,209,209,209,0,0,0,0,0,
0,209,209,209,209,209,209,209,209,209,0,209,0,209,0,0,
209,209,209,209,209,209,209,0,209,0,0,209,0,0,0,0,
0,209,209,209,209,209,209,209,209,209,209,0,209,0,0,0,
0,209,0,209,209,209,209,0,209,209,0,0,0,0,0,0,
0,0,209,209,209,0,209,209,0,0,0,0,0,0,0,209,
0,0,0,209,209,209,0,209,0,209,0,0,209,0,0,0,

Bush2B: # 16 x 16 = 256 bytes
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,209,209,209,0,0,0,0,0,0,0,0,0,0,0,
209,209,209,209,209,209,209,0,209,0,0,0,0,0,0,0,
0,209,209,0,209,209,209,209,0,0,0,0,0,0,0,0,
209,209,209,209,209,209,209,209,0,0,209,0,0,0,0,0,
209,0,209,209,209,209,209,209,209,0,0,0,0,0,0,0,
0,209,209,209,209,209,209,209,209,0,0,0,0,0,0,0,
0,209,209,209,209,209,0,209,209,0,0,209,0,0,0,0,
0,209,209,209,209,209,209,0,0,0,0,209,0,0,0,0,
0,209,0,209,209,0,209,209,0,209,0,0,0,0,0,0,
209,209,209,209,209,209,0,0,0,0,0,0,0,0,0,0,
0,209,209,209,0,0,0,0,0,0,209,0,0,0,0,0,
0,0,209,209,0,0,209,0,0,0,0,0,0,0,0,0,

Ground2A: # 16 x 16 = 256 bytes
.byte 0,216,216,103,216,216,216,216,216,216,216,0,0,216,216,0,
0,216,216,103,216,216,216,216,216,216,216,0,0,216,216,0,
0,216,216,103,216,216,216,216,216,216,216,0,0,216,216,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,216,103,216,216,216,216,216,0,0,216,0,0,0,
0,0,0,216,103,216,216,216,216,216,0,0,216,0,0,0,
0,0,0,216,103,216,216,216,216,216,0,0,216,0,0,0,
0,0,0,216,103,216,216,216,216,216,0,0,216,0,0,0,
0,216,216,103,216,216,216,216,216,216,216,0,0,216,216,0,
0,216,216,103,216,216,216,216,216,216,216,0,0,216,216,0,
0,216,216,103,216,216,216,216,216,216,216,0,0,216,216,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,216,103,216,216,216,216,216,0,0,216,0,0,0,
0,0,0,216,103,216,216,216,216,216,0,0,216,0,0,0,
0,0,0,216,103,216,216,216,216,216,0,0,216,0,0,0,
0,0,0,216,103,216,216,216,216,216,0,0,216,0,0,0,

Ground2B: # 16 x 16 = 256 bytes
.byte 0,209,209,227,209,209,209,209,209,209,209,0,0,209,209,0,
0,209,209,227,209,209,209,209,209,209,209,0,0,209,209,0,
0,209,209,227,209,209,209,209,209,209,209,0,0,209,209,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,209,227,209,209,209,209,209,0,0,209,0,0,0,
0,0,0,209,227,209,209,209,209,209,0,0,209,0,0,0,
0,0,0,209,227,209,209,209,209,209,0,0,209,0,0,0,
0,0,0,209,227,209,209,209,209,209,0,0,209,0,0,0,
0,209,209,227,209,209,209,209,209,209,209,0,0,209,209,0,
0,209,209,227,209,209,209,209,209,209,209,0,0,209,209,0,
0,209,209,227,209,209,209,209,209,209,209,0,0,209,209,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,209,227,209,209,209,209,209,0,0,209,0,0,0,
0,0,0,209,227,209,209,209,209,209,0,0,209,0,0,0,
0,0,0,209,227,209,209,209,209,209,0,0,209,0,0,0,
0,0,0,209,227,209,209,209,209,209,0,0,209,0,0,0,

Ground2C: # 16 x 16 = 256 bytes
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
209,209,209,209,209,209,209,0,0,209,209,209,209,209,209,209,
227,227,227,227,227,227,209,209,209,227,227,227,227,227,227,227,
209,209,209,209,209,209,209,160,227,209,209,209,209,209,209,209,
209,209,209,209,209,209,160,160,160,209,209,209,209,209,209,209,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
160,160,160,160,160,160,160,0,0,160,160,160,160,160,160,160,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,209,209,209,209,209,209,209,209,209,209,209,209,209,209,0,
209,227,227,227,227,227,227,227,227,227,227,227,227,227,209,209,
227,209,209,209,209,209,209,209,209,209,209,209,209,209,209,160,
160,209,209,209,209,209,209,209,209,209,209,209,209,209,160,160,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
0,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

Tile2A: # 16 x 16 = 256 bytes
.byte 0,227,227,227,227,227,227,0,0,227,227,227,227,227,227,0,
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,160,
227,227,209,209,209,209,209,209,209,209,209,209,209,209,160,160,
227,227,209,0,209,209,209,209,209,209,209,209,0,209,160,160,
227,227,209,209,209,209,209,209,209,209,209,209,209,209,160,160,
227,227,209,209,227,227,227,227,160,160,160,160,209,209,160,160,
227,227,209,209,209,0,0,0,0,0,0,0,209,209,160,160,
0,227,209,209,227,227,227,227,160,160,160,160,209,209,160,0,
0,227,209,209,209,0,0,0,0,0,0,0,209,209,160,0,
227,227,209,209,227,227,227,227,160,160,160,160,209,209,160,160,
227,227,209,209,209,0,0,0,0,0,0,0,209,209,160,160,
227,227,209,209,209,209,209,209,209,209,209,209,209,209,160,160,
227,227,209,0,209,209,209,209,209,209,209,209,0,209,160,160,
227,227,209,209,209,209,209,209,209,209,209,209,209,209,160,160,
227,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
0,160,160,160,160,160,160,0,0,160,160,160,160,160,160,0,

Pipe2H: # 16 x 16 = 256 bytes
.byte 209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

Pipe2V: # 16 x 16 = 256 bytes
.byte 0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,
0,0,0,160,209,209,227,209,209,160,209,160,160,0,0,0,

ItemHolderA: # 16 x 16 = 256 bytes
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,160,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,227,227,227,160,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,
0,0,0,0,0,0,0,0,0,0,0,227,227,160,160,160,
0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,160,

ItemHolderB: # 16 x 16 = 256 bytes
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,160,160,160,160,160,160,160,160,0,0,0,0,0,0,0,
160,227,227,160,160,160,160,160,160,160,160,160,0,0,0,0,
227,160,160,160,0,0,0,0,0,160,160,160,160,0,0,0,
160,160,0,160,0,227,227,227,227,0,160,160,160,160,0,0,
160,0,0,0,227,227,160,160,160,227,160,160,160,160,0,0,
160,160,0,227,227,160,0,0,0,160,160,160,160,160,160,0,
160,0,0,227,160,0,0,0,0,160,160,0,160,160,160,0,
160,160,160,227,160,0,0,0,0,160,0,0,160,160,0,0,

ItemHolderC: # 16 x 16 = 256 bytes
.byte 0,0,0,0,0,0,0,0,0,0,160,160,160,160,0,0,
0,0,0,0,0,0,0,0,0,0,160,227,160,160,0,0,
0,0,0,0,0,0,0,0,0,0,160,227,160,0,160,0,
0,0,0,0,0,0,0,0,0,160,227,160,160,0,160,160,
0,0,0,0,0,0,0,0,0,160,227,160,0,227,227,160,
0,0,0,0,0,0,0,0,0,160,227,0,227,160,160,160,
0,0,0,0,0,0,0,0,0,160,160,0,227,0,0,160,
0,0,0,0,0,0,0,0,0,0,227,160,160,160,0,0,
0,0,0,0,0,0,0,0,0,227,160,160,0,0,0,0,
0,0,0,0,0,0,0,0,0,227,160,160,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,160,160,0,0,
0,0,0,0,0,0,0,0,0,0,227,160,0,0,160,0,
0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,227,160,160,0,0,
0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,227,160,0,

ItemHolderD: # 16 x 16 = 256 bytes
.byte 160,160,0,227,0,0,0,160,160,160,160,160,0,160,160,0,
160,0,0,0,227,0,0,160,0,0,209,0,0,0,160,0,
0,0,0,0,0,160,160,160,0,209,209,0,227,0,0,0,
160,160,0,0,0,160,160,0,209,209,0,227,227,227,0,0,
0,0,227,0,0,0,0,0,209,0,0,160,160,227,227,0,
0,0,0,227,227,227,0,0,209,0,0,160,160,160,227,0,
160,0,0,0,0,227,227,227,0,209,0,0,0,160,227,227,
0,0,0,0,0,0,0,0,0,0,209,0,0,160,160,227,
0,0,0,160,160,160,0,0,0,0,0,209,0,0,160,227,
0,160,160,227,227,160,160,0,0,0,0,209,0,0,160,227,
0,160,227,160,160,0,0,0,0,0,209,0,0,0,160,227,
160,227,160,160,0,0,160,160,0,0,0,0,0,0,0,227,
160,227,160,160,0,0,0,160,160,0,227,160,0,0,0,227,
