kraid_jump:
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,196,196,196,196,196,196,196,196,196,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,196,196,196,196,196,133,133,133,196,196,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,196,133,196,133,133,133,196,196,133,196,196,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,133,196,133,133,133,91,91,52,52,133,196,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,196,133,196,91,133,196,91,52,52,52,133,133,196,196,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,133,133,196,196,52,133,196,91,52,52,91,133,196,133,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,133,133,196,196,91,196,196,91,52,52,196,196,133,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,133,133,196,91,91,196,196,91,196,196,196,91,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,133,196,196,196,52,91,196,196,196,196,91,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,196,199,199,199,199,133,196,196,196,91,133,133,196,196,91,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,196,196,196,199,199,199,199,133,196,196,196,91,133,133,196,196,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,133,133,196,196,133,133,133,91,133,196,196,133,91,133,133,196,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,133,52,133,133,133,196,196,196,91,133,196,133,91,52,133,196,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,133,52,133,196,133,133,196,196,196,91,196,196,196,199,199,196,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,196,133,133,196,196,133,91,133,196,196,196,196,196,196,199,199,196,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,196,133,133,196,196,196,196,91,196,196,91,196,196,133,199,199,196,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,196,52,133,196,196,196,91,196,196,91,196,91,133,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,133,52,133,196,133,196,196,91,133,133,196,196,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,52,52,133,133,133,133,196,196,199,199,133,196,196,196,196,52,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,52,133,133,196,196,196,133,196,196,199,199,199,199,196,196,196,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,52,133,133,196,196,196,196,133,196,196,199,133,199,133,133,52,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,199,133,196,196,133,196,196,196,196,196,133,199,52,133,199,52,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,133,133,196,133,196,196,196,133,133,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,133,133,133,133,196,196,133,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,133,133,196,196,196,133,91,196,196,196,196,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,196,196,91,196,196,196,196,196,196,196,196,196,196,133,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,196,196,196,196,91,196,196,196,196,196,196,196,196,196,196,196,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,133,196,196,196,196,91,133,133,196,196,196,196,196,196,196,133,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,133,196,196,133,196,91,91,133,196,196,196,196,196,133,133,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,133,196,91,133,196,196,133,133,133,196,196,196,196,196,133,133,133,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,196,196,196,196,199,133,196,196,196,196,196,196,196,196,196,196,133,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,196,196,196,133,199,133,196,196,196,196,196,196,133,133,133,133,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,196,133,133,133,199,133,196,196,196,133,133,133,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,196,133,199,199,199,199,199,133,196,196,133,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,196,199,199,199,199,199,133,133,196,196,196,196,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,196,199,199,199,199,199,199,133,196,196,196,196,196,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,133,52,199,199,199,199,199,196,199,199,199,199,199,199,199,133,196,196,196,196,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,133,199,199,133,133,133,196,199,199,199,199,199,199,199,199,199,133,196,196,196,196,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,133,199,133,133,199,52,199,199,199,199,199,199,199,199,199,199,133,133,196,196,196,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,133,133,133,199,199,199,199,199,199,199,199,199,199,199,199,199,133,196,196,133,133,196,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,133,196,133,199,52,199,199,199,199,199,199,199,199,199,199,199,199,196,133,91,196,196,199,199,199,199,199,199,199,199,199,199,199,
199,199,133,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,52,52,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


